month,ts,record_type,KWH,meter_id
1,20220131061500,MEPMD01,0.3342,2141779855
1,20220101093000,MEPMD01,0.408,2141779855
1,20220127104500,MEPMD01,0.5472,2141779855
1,20220122164500,MEPMD01,0.411,2141779855
1,20220109100000,MEPMD01,0.387,2141779855
1,20220121233000,MEPMD01,0.5448,2141779855
1,20220117161500,MEPMD01,0.5028,2141779855
1,20220102110000,MEPMD01,0.5046,2141779855
1,20220125110000,MEPMD01,0.408,2141779855
1,20220126021500,MEPMD01,0.4716,2141779855
1,20220113034500,MEPMD01,0.5232,2141779855
1,20220103171500,MEPMD01,0.3918,2141779855
1,20220112020000,MEPMD01,0.684,2141779855
1,20220125131500,MEPMD01,0.3462,2141779855
1,20220114130000,MEPMD01,0.4506,2141779855
1,20220123104500,MEPMD01,0.3744,2141779855
1,20220103140000,MEPMD01,0.4356,2141779855
1,20220114044500,MEPMD01,0.5106,2141779855
1,20220125083000,MEPMD01,0.4326,2141779855
1,20220125031500,MEPMD01,0.4824,2141779855
1,20220118111500,MEPMD01,0.5784,2141779855
1,20220122014500,MEPMD01,0.504,2141779855
1,20220101221500,MEPMD01,0.6204,2141779855
1,20220114104500,MEPMD01,0.5196,2141779855
1,20220116170000,MEPMD01,0.3108,2141779855
1,20220107021500,MEPMD01,0.5424,2141779855
1,20220131073000,MEPMD01,0.2034,2141779855
1,20220123094500,MEPMD01,0.3732,2141779855
1,20220103161500,MEPMD01,0.3888,2141779855
1,20220112213000,MEPMD01,0.5676,2141779855
1,20220119134500,MEPMD01,0.4368,2141779855
1,20220120203000,MEPMD01,0.5574,2141779855
1,20220103103000,MEPMD01,0.423,2141779855
1,20220108054500,MEPMD01,0.5712,2141779855
1,20220104170000,MEPMD01,0.477,2141779855
1,20220114060000,MEPMD01,0.5484,2141779855
1,20220117010000,MEPMD01,0.501,2141779855
1,20220105044500,MEPMD01,0.5118,2141779855
1,20220122230000,MEPMD01,0.4842,2141779855
1,20220126220000,MEPMD01,0.5622,2141779855
1,20220120113000,MEPMD01,0.3954,2141779855
1,20220106163000,MEPMD01,0.4764,2141779855
1,20220116033000,MEPMD01,0.462,2141779855
1,20220108221500,MEPMD01,0.5604,2141779855
1,20220123051500,MEPMD01,0.4512,2141779855
1,20220101014500,MEPMD01,0.5328,2141779855
1,20220116210000,MEPMD01,0.5304,2141779855
1,20220119103000,MEPMD01,0.3438,2141779855
1,20220107010000,MEPMD01,0.5688,2141779855
1,20220128111500,MEPMD01,0.3168,2141779855
1,20220104120000,MEPMD01,0.3174,2141779855
1,20220108021500,MEPMD01,0.558,2141779855
1,20220128160000,MEPMD01,0.396,2141779855
1,20220128093000,MEPMD01,0.3318,2141779855
1,20220106111500,MEPMD01,0.4446,2141779855
1,20220109201500,MEPMD01,0.6006,2141779855
1,20220111121500,MEPMD01,0.4164,2141779855
1,20220102033000,MEPMD01,0.4524,2141779855
1,20220101023000,MEPMD01,0.5052,2141779855
1,20220107063000,MEPMD01,0.4428,2141779855
1,20220118154500,MEPMD01,0.3786,2141779855
1,20220119031500,MEPMD01,0.4236,2141779855
1,20220130004500,MEPMD01,0.4008,2141779855
1,20220114133000,MEPMD01,0.429,2141779855
1,20220104111500,MEPMD01,0.477,2141779855
1,20220116130000,MEPMD01,0.3696,2141779855
1,20220117133000,MEPMD01,0.3282,2141779855
1,20220115004500,MEPMD01,0.417,2141779855
1,20220112063000,MEPMD01,0.6012,2141779855
1,20220109063000,MEPMD01,0.5376,2141779855
1,20220102010000,MEPMD01,0.4482,2141779855
1,20220102090000,MEPMD01,0.378,2141779855
1,20220104131500,MEPMD01,0.3792,2141779855
1,20220111191500,MEPMD01,0.5538,2141779855
1,20220110071500,MEPMD01,0.4326,2141779855
1,20220124004500,MEPMD01,0.54,2141779855
1,20220124151500,MEPMD01,0.468,2141779855
1,20220129154500,MEPMD01,0.4686,2141779855
1,20220111030000,MEPMD01,0.5766,2141779855
1,20220117060000,MEPMD01,0.4014,2141779855
1,20220116181500,MEPMD01,0.4638,2141779855
1,20220110014500,MEPMD01,0.519,2141779855
1,20220130134500,MEPMD01,0.381,2141779855
1,20220106014500,MEPMD01,0.5694,2141779855
1,20220129234500,MEPMD01,0.3912,2141779855
1,20220115061500,MEPMD01,0.3888,2141779855
1,20220105043000,MEPMD01,0.507,2141779855
1,20220103023000,MEPMD01,0.4992,2141779855
1,20220123194500,MEPMD01,0.4464,2141779855
1,20220114213000,MEPMD01,0.588,2141779855
1,20220119140000,MEPMD01,0.426,2141779855
1,20220105233000,MEPMD01,0.5526,2141779855
1,20220117014500,MEPMD01,0.4758,2141779855
1,20220104104500,MEPMD01,0.3642,2141779855
1,20220113183000,MEPMD01,0.5256,2141779855
1,20220119190000,MEPMD01,0.426,2141779855
1,20220115234500,MEPMD01,0.4806,2141779855
1,20220110061500,MEPMD01,0.603,2141779855
1,20220116023000,MEPMD01,0.4662,2141779855
1,20220114191500,MEPMD01,0.513,2141779855
1,20220127181500,MEPMD01,0.3306,2141779855
1,20220127184500,MEPMD01,0.4776,2141779855
1,20220120011500,MEPMD01,0.4626,2141779855
1,20220117190000,MEPMD01,0.4608,2141779855
1,20220119153000,MEPMD01,0.3744,2141779855
1,20220106013000,MEPMD01,0.5382,2141779855
1,20220105204500,MEPMD01,0.6246,2141779855
1,20220131063000,MEPMD01,0.3834,2141779855
1,20220105183000,MEPMD01,0.4332,2141779855
1,20220112220000,MEPMD01,0.7158,2141779855
1,20220120183000,MEPMD01,0.4668,2141779855
1,20220127224500,MEPMD01,0.4098,2141779855
1,20220128180000,MEPMD01,0.3666,2141779855
1,20220124210000,MEPMD01,0.6858,2141779855
1,20220120150000,MEPMD01,0.4704,2141779855
1,20220115224500,MEPMD01,0.5364,2141779855
1,20220104094500,MEPMD01,0.3606,2141779855
1,20220102013000,MEPMD01,0.4638,2141779855
1,20220127130000,MEPMD01,0.399,2141779855
1,20220125021500,MEPMD01,0.5094,2141779855
1,20220116081500,MEPMD01,0.4182,2141779855
1,20220131041500,MEPMD01,0.4362,2141779855
1,20220113113000,MEPMD01,0.4584,2141779855
1,20220115074500,MEPMD01,0.378,2141779855
1,20220126040000,MEPMD01,0.4644,2141779855
1,20220108203000,MEPMD01,0.5436,2141779855
1,20220124153000,MEPMD01,0.432,2141779855
1,20220126140000,MEPMD01,0.3858,2141779855
1,20220124234500,MEPMD01,0.5772,2141779855
1,20220122144500,MEPMD01,0.4146,2141779855
1,20220116101500,MEPMD01,0.411,2141779855
1,20220104024500,MEPMD01,0.5172,2141779855
1,20220109141500,MEPMD01,0.4278,2141779855
1,20220108110000,MEPMD01,0.5778,2141779855
1,20220101034500,MEPMD01,0.4836,2141779855
1,20220124103000,MEPMD01,0.2988,2141779855
1,20220108111500,MEPMD01,0.474,2141779855
1,20220131011500,MEPMD01,0.372,2141779855
1,20220131190000,MEPMD01,0.3576,2141779855
1,20220111170000,MEPMD01,0.4218,2141779855
1,20220126154500,MEPMD01,0.3882,2141779855
1,20220106080000,MEPMD01,0.4182,2141779855
1,20220106114500,MEPMD01,0.6114,2141779855
1,20220109054500,MEPMD01,0.4902,2141779855
1,20220104030000,MEPMD01,0.5364,2141779855
1,20220125091500,MEPMD01,0.4092,2141779855
1,20220116141500,MEPMD01,0.378,2141779855
1,20220128193000,MEPMD01,0.405,2141779855
1,20220130234500,MEPMD01,0.471,2141779855
1,20220118113000,MEPMD01,0.4692,2141779855
1,20220126170000,MEPMD01,0.555,2141779855
1,20220128150000,MEPMD01,0.3612,2141779855
1,20220129140000,MEPMD01,0.3246,2141779855
1,20220130030000,MEPMD01,0.3738,2141779855
1,20220113150000,MEPMD01,0.6282,2141779855
1,20220112001500,MEPMD01,0.543,2141779855
1,20220122140000,MEPMD01,0.366,2141779855
1,20220125144500,MEPMD01,0.5298,2141779855
1,20220115130000,MEPMD01,0.4104,2141779855
1,20220120144500,MEPMD01,0.4488,2141779855
1,20220128043000,MEPMD01,0.4008,2141779855
1,20220121210000,MEPMD01,0.5196,2141779855
1,20220116060000,MEPMD01,0.4104,2141779855
1,20220103213000,MEPMD01,0.4842,2141779855
1,20220129081500,MEPMD01,0.4182,2141779855
1,20220111101500,MEPMD01,0.5388,2141779855
1,20220124123000,MEPMD01,0.4134,2141779855
1,20220122163000,MEPMD01,0.504,2141779855
1,20220130074500,MEPMD01,0.2958,2141779855
1,20220130090000,MEPMD01,0.3198,2141779855
1,20220111004500,MEPMD01,0.5826,2141779855
1,20220114180000,MEPMD01,0.6228,2141779855
1,20220128191500,MEPMD01,0.4056,2141779855
1,20220107210000,MEPMD01,0.6396,2141779855
1,20220114094500,MEPMD01,0.3504,2141779855
1,20220112074500,MEPMD01,0.81,2141779855
1,20220111124500,MEPMD01,0.5664,2141779855
1,20220107023000,MEPMD01,0.5256,2141779855
1,20220111040000,MEPMD01,0.549,2141779855
1,20220115123000,MEPMD01,0.4566,2141779855
1,20220117214500,MEPMD01,0.5148,2141779855
1,20220119003000,MEPMD01,0.4344,2141779855
1,20220131120000,MEPMD01,0.2898,2141779855
1,20220117184500,MEPMD01,0.4512,2141779855
1,20220104100000,MEPMD01,0.3468,2141779855
1,20220124050000,MEPMD01,0.4476,2141779855
1,20220124181500,MEPMD01,0.4176,2141779855
1,20220128041500,MEPMD01,0.4632,2141779855
1,20220101184500,MEPMD01,0.5082,2141779855
1,20220117011500,MEPMD01,0.4896,2141779855
1,20220104090000,MEPMD01,0.4266,2141779855
1,20220118221500,MEPMD01,0.4398,2141779855
1,20220116104500,MEPMD01,0.3576,2141779855
1,20220114203000,MEPMD01,0.4866,2141779855
1,20220118230000,MEPMD01,0.4836,2141779855
1,20220105224500,MEPMD01,0.5346,2141779855
1,20220126073000,MEPMD01,0.4164,2141779855
1,20220103063000,MEPMD01,0.4188,2141779855
1,20220129101500,MEPMD01,0.3618,2141779855
1,20220121194500,MEPMD01,0.4866,2141779855
1,20220127091500,MEPMD01,0.342,2141779855
1,20220126160000,MEPMD01,0.375,2141779855
1,20220120003000,MEPMD01,0.453,2141779855
1,20220113071500,MEPMD01,0.4182,2141779855
1,20220117074500,MEPMD01,0.5178,2141779855
1,20220122181500,MEPMD01,0.6258,2141779855
1,20220107014500,MEPMD01,0.5514,2141779855
1,20220122180000,MEPMD01,0.537,2141779855
1,20220128074500,MEPMD01,0.3984,2141779855
1,20220108030000,MEPMD01,0.5184,2141779855
1,20220111014500,MEPMD01,0.5676,2141779855
1,20220116150000,MEPMD01,0.3792,2141779855
1,20220123091500,MEPMD01,0.4578,2141779855
1,20220111171500,MEPMD01,0.3882,2141779855
1,20220118000000,MEPMD01,0.417,2141779855
1,20220124161500,MEPMD01,0.4986,2141779855
1,20220107200000,MEPMD01,0.5364,2141779855
1,20220123130000,MEPMD01,0.3666,2141779855
1,20220115000000,MEPMD01,0.4356,2141779855
1,20220103030000,MEPMD01,0.4698,2141779855
1,20220108033000,MEPMD01,0.492,2141779855
1,20220115183000,MEPMD01,0.6354,2141779855
1,20220102014500,MEPMD01,0.4542,2141779855
1,20220112201500,MEPMD01,0.5664,2141779855
1,20220106174500,MEPMD01,0.4206,2141779855
1,20220128031500,MEPMD01,0.3984,2141779855
1,20220115201500,MEPMD01,0.6954,2141779855
1,20220103133000,MEPMD01,0.4416,2141779855
1,20220117090000,MEPMD01,0.3834,2141779855
1,20220102194500,MEPMD01,0.5292,2141779855
1,20220114154500,MEPMD01,0.4074,2141779855
1,20220109093000,MEPMD01,0.4098,2141779855
1,20220128194500,MEPMD01,0.3774,2141779855
1,20220119160000,MEPMD01,0.3528,2141779855
1,20220114224500,MEPMD01,0.5712,2141779855
1,20220107220000,MEPMD01,0.5976,2141779855
1,20220116124500,MEPMD01,0.3414,2141779855
1,20220127131500,MEPMD01,0.3762,2141779855
1,20220120093000,MEPMD01,0.432,2141779855
1,20220104043000,MEPMD01,0.4788,2141779855
1,20220102141500,MEPMD01,0.3972,2141779855
1,20220102173000,MEPMD01,0.4368,2141779855
1,20220126163000,MEPMD01,0.4392,2141779855
1,20220113170000,MEPMD01,0.4218,2141779855
1,20220112083000,MEPMD01,0.6294,2141779855
1,20220106100000,MEPMD01,0.4338,2141779855
1,20220116201500,MEPMD01,0.474,2141779855
1,20220101161500,MEPMD01,0.5448,2141779855
1,20220106071500,MEPMD01,0.5136,2141779855
1,20220103193000,MEPMD01,0.6078,2141779855
1,20220107074500,MEPMD01,0.492,2141779855
1,20220131094500,MEPMD01,0.3084,2141779855
1,20220110030000,MEPMD01,0.5106,2141779855
1,20220118043000,MEPMD01,0.3834,2141779855
1,20220124164500,MEPMD01,0.4092,2141779855
1,20220123213000,MEPMD01,0.5574,2141779855
1,20220104084500,MEPMD01,0.4506,2141779855
1,20220124200000,MEPMD01,0.5598,2141779855
1,20220114220000,MEPMD01,0.591,2141779855
1,20220112081500,MEPMD01,0.717,2141779855
1,20220126100000,MEPMD01,0.4008,2141779855
1,20220111024500,MEPMD01,0.57,2141779855
1,20220125173000,MEPMD01,0.4476,2141779855
1,20220114093000,MEPMD01,0.3582,2141779855
1,20220109184500,MEPMD01,0.5244,2141779855
1,20220118104500,MEPMD01,0.3936,2141779855
1,20220124043000,MEPMD01,0.438,2141779855
1,20220113064500,MEPMD01,0.4176,2141779855
1,20220121214500,MEPMD01,0.5874,2141779855
1,20220106211500,MEPMD01,0.579,2141779855
1,20220126201500,MEPMD01,0.5526,2141779855
1,20220104171500,MEPMD01,0.4716,2141779855
1,20220115073000,MEPMD01,0.372,2141779855
1,20220129021500,MEPMD01,0.4032,2141779855
1,20220108200000,MEPMD01,0.6648,2141779855
1,20220106061500,MEPMD01,0.5358,2141779855
1,20220108230000,MEPMD01,0.6162,2141779855
1,20220129013000,MEPMD01,0.4284,2141779855
1,20220104103000,MEPMD01,0.3564,2141779855
1,20220129034500,MEPMD01,0.3876,2141779855
1,20220109023000,MEPMD01,0.534,2141779855
1,20220101154500,MEPMD01,0.5244,2141779855
1,20220129111500,MEPMD01,0.4362,2141779855
1,20220118190000,MEPMD01,0.4716,2141779855
1,20220115024500,MEPMD01,0.4722,2141779855
1,20220115014500,MEPMD01,0.4554,2141779855
1,20220128003000,MEPMD01,0.4302,2141779855
1,20220102034500,MEPMD01,0.4782,2141779855
1,20220131131500,MEPMD01,0.2994,2141779855
1,20220128153000,MEPMD01,0.3582,2141779855
1,20220121041500,MEPMD01,0.483,2141779855
1,20220106030000,MEPMD01,0.555,2141779855
1,20220116160000,MEPMD01,0.4224,2141779855
1,20220130053000,MEPMD01,0.3594,2141779855
1,20220113103000,MEPMD01,0.3798,2141779855
1,20220114223000,MEPMD01,0.5904,2141779855
1,20220126120000,MEPMD01,0.3348,2141779855
1,20220101011500,MEPMD01,0.5064,2141779855
1,20220126194500,MEPMD01,0.4608,2141779855
1,20220116184500,MEPMD01,0.5916,2141779855
1,20220119130000,MEPMD01,0.3426,2141779855
1,20220130094500,MEPMD01,0.2874,2141779855
1,20220129061500,MEPMD01,0.3732,2141779855
1,20220104161500,MEPMD01,0.5778,2141779855
1,20220104231500,MEPMD01,0.6456,2141779855
1,20220128084500,MEPMD01,0.3306,2141779855
1,20220113060000,MEPMD01,0.5052,2141779855
1,20220108223000,MEPMD01,0.5748,2141779855
1,20220131080000,MEPMD01,0.366,2141779855
1,20220130033000,MEPMD01,0.3846,2141779855
1,20220125121500,MEPMD01,0.399,2141779855
1,20220110191500,MEPMD01,0.537,2141779855
1,20220128140000,MEPMD01,0.3618,2141779855
1,20220118214500,MEPMD01,0.5046,2141779855
1,20220120164500,MEPMD01,0.3276,2141779855
1,20220102020000,MEPMD01,0.4854,2141779855
1,20220121004500,MEPMD01,0.4926,2141779855
1,20220124030000,MEPMD01,0.4704,2141779855
1,20220123084500,MEPMD01,0.471,2141779855
1,20220111154500,MEPMD01,0.5178,2141779855
1,20220102031500,MEPMD01,0.4686,2141779855
1,20220129083000,MEPMD01,0.345,2141779855
1,20220113074500,MEPMD01,0.4752,2141779855
1,20220124014500,MEPMD01,0.5376,2141779855
1,20220114134500,MEPMD01,0.5514,2141779855
1,20220106073000,MEPMD01,0.4506,2141779855
1,20220107034500,MEPMD01,0.5274,2141779855
1,20220112173000,MEPMD01,0.4944,2141779855
1,20220122171500,MEPMD01,0.4182,2141779855
1,20220126211500,MEPMD01,0.5748,2141779855
1,20220119113000,MEPMD01,0.2676,2141779855
1,20220125204500,MEPMD01,0.5736,2141779855
1,20220109060000,MEPMD01,0.513,2141779855
1,20220113123000,MEPMD01,0.5196,2141779855
1,20220104203000,MEPMD01,0.6006,2141779855
1,20220109011500,MEPMD01,0.567,2141779855
1,20220116001500,MEPMD01,0.5364,2141779855
1,20220110080000,MEPMD01,0.4434,2141779855
1,20220101203000,MEPMD01,0.5334,2141779855
1,20220127110000,MEPMD01,0.4554,2141779855
1,20220129054500,MEPMD01,0.3702,2141779855
1,20220103220000,MEPMD01,0.5274,2141779855
1,20220126234500,MEPMD01,0.5094,2141779855
1,20220105064500,MEPMD01,0.6156,2141779855
1,20220128061500,MEPMD01,0.462,2141779855
1,20220107041500,MEPMD01,0.5088,2141779855
1,20220116193000,MEPMD01,0.5016,2141779855
1,20220101171500,MEPMD01,0.4626,2141779855
1,20220115133000,MEPMD01,0.4242,2141779855
1,20220118161500,MEPMD01,0.4038,2141779855
1,20220127070000,MEPMD01,0.4296,2141779855
1,20220112221500,MEPMD01,0.606,2141779855
1,20220131153000,MEPMD01,0.3678,2141779855
1,20220117093000,MEPMD01,0.2928,2141779855
1,20220105030000,MEPMD01,0.4872,2141779855
1,20220117053000,MEPMD01,0.4194,2141779855
1,20220103160000,MEPMD01,0.4386,2141779855
1,20220103010000,MEPMD01,0.459,2141779855
1,20220101130000,MEPMD01,0.507,2141779855
1,20220108023000,MEPMD01,0.5136,2141779855
1,20220117030000,MEPMD01,0.4794,2141779855
1,20220107144500,MEPMD01,0.5106,2141779855
1,20220106183000,MEPMD01,0.456,2141779855
1,20220115023000,MEPMD01,0.4608,2141779855
1,20220106113000,MEPMD01,0.5382,2141779855
1,20220128173000,MEPMD01,0.3702,2141779855
1,20220112193000,MEPMD01,0.543,2141779855
1,20220125041500,MEPMD01,0.4656,2141779855
1,20220108073000,MEPMD01,0.4404,2141779855
1,20220102144500,MEPMD01,0.3942,2141779855
1,20220104153000,MEPMD01,0.4968,2141779855
1,20220128040000,MEPMD01,0.4836,2141779855
1,20220107071500,MEPMD01,0.4554,2141779855
1,20220108083000,MEPMD01,0.522,2141779855
1,20220119094500,MEPMD01,0.3426,2141779855
1,20220103134500,MEPMD01,0.4698,2141779855
1,20220117064500,MEPMD01,0.4764,2141779855
1,20220104144500,MEPMD01,0.462,2141779855
1,20220131211500,MEPMD01,0.4116,2141779855
1,20220106203000,MEPMD01,0.6144,2141779855
1,20220122183000,MEPMD01,0.609,2141779855
1,20220102204500,MEPMD01,0.5982,2141779855
1,20220117210000,MEPMD01,0.4998,2141779855
1,20220108234500,MEPMD01,0.5562,2141779855
1,20220121163000,MEPMD01,0.3606,2141779855
1,20220119204500,MEPMD01,0.4914,2141779855
1,20220113004500,MEPMD01,0.5184,2141779855
1,20220122034500,MEPMD01,0.477,2141779855
1,20220120231500,MEPMD01,0.5238,2141779855
1,20220127093000,MEPMD01,0.3282,2141779855
1,20220130191500,MEPMD01,0.4782,2141779855
1,20220129031500,MEPMD01,0.375,2141779855
1,20220111063000,MEPMD01,0.5874,2141779855
1,20220121043000,MEPMD01,0.5016,2141779855
1,20220127140000,MEPMD01,0.5424,2141779855
1,20220119043000,MEPMD01,0.3888,2141779855
1,20220120071500,MEPMD01,0.3774,2141779855
1,20220119141500,MEPMD01,0.4788,2141779855
1,20220116140000,MEPMD01,0.3672,2141779855
1,20220112183000,MEPMD01,0.5772,2141779855
1,20220113164500,MEPMD01,0.4878,2141779855
1,20220114100000,MEPMD01,0.3438,2141779855
1,20220114184500,MEPMD01,0.4584,2141779855
1,20220113130000,MEPMD01,0.6036,2141779855
1,20220131221500,MEPMD01,0.4116,2141779855
1,20220108220000,MEPMD01,0.5814,2141779855
1,20220115013000,MEPMD01,0.4332,2141779855
1,20220116021500,MEPMD01,0.4932,2141779855
1,20220115103000,MEPMD01,0.4092,2141779855
1,20220113020000,MEPMD01,0.5244,2141779855
1,20220103004500,MEPMD01,0.48,2141779855
1,20220127141500,MEPMD01,0.4368,2141779855
1,20220114181500,MEPMD01,0.54,2141779855
1,20220103203000,MEPMD01,0.7842,2141779855
1,20220126013000,MEPMD01,0.5058,2141779855
1,20220110060000,MEPMD01,0.4758,2141779855
1,20220122231500,MEPMD01,0.4404,2141779855
1,20220119234500,MEPMD01,0.4566,2141779855
1,20220125043000,MEPMD01,0.474,2141779855
1,20220129144500,MEPMD01,0.3858,2141779855
1,20220123223000,MEPMD01,0.696,2141779855
1,20220130160000,MEPMD01,0.3414,2141779855
1,20220128131500,MEPMD01,0.2904,2141779855
1,20220125020000,MEPMD01,0.5016,2141779855
1,20220120091500,MEPMD01,0.3942,2141779855
1,20220122000000,MEPMD01,0.4896,2141779855
1,20220130230000,MEPMD01,0.4446,2141779855
1,20220102043000,MEPMD01,0.5286,2141779855
1,20220102233000,MEPMD01,0.564,2141779855
1,20220127013000,MEPMD01,0.4932,2141779855
1,20220109013000,MEPMD01,0.5622,2141779855
1,20220119114500,MEPMD01,0.2742,2141779855
1,20220123014500,MEPMD01,0.4734,2141779855
1,20220105161500,MEPMD01,0.4488,2141779855
1,20220115110000,MEPMD01,0.4176,2141779855
1,20220112011500,MEPMD01,0.5652,2141779855
1,20220101111500,MEPMD01,0.4512,2141779855
1,20220128214500,MEPMD01,0.5406,2141779855
1,20220113070000,MEPMD01,0.4026,2141779855
1,20220130003000,MEPMD01,0.4164,2141779855
1,20220126091500,MEPMD01,0.3774,2141779855
1,20220120134500,MEPMD01,0.354,2141779855
1,20220129064500,MEPMD01,0.3762,2141779855
1,20220101210000,MEPMD01,0.5622,2141779855
1,20220115131500,MEPMD01,0.4962,2141779855
1,20220127050000,MEPMD01,0.4686,2141779855
1,20220125181500,MEPMD01,0.4206,2141779855
1,20220105180000,MEPMD01,0.3828,2141779855
1,20220113230000,MEPMD01,0.5514,2141779855
1,20220123133000,MEPMD01,0.405,2141779855
1,20220122221500,MEPMD01,0.5052,2141779855
1,20220104114500,MEPMD01,0.432,2141779855
1,20220123124500,MEPMD01,0.4146,2141779855
1,20220128164500,MEPMD01,0.3564,2141779855
1,20220105173000,MEPMD01,0.4338,2141779855
1,20220107090000,MEPMD01,0.495,2141779855
1,20220101104500,MEPMD01,0.4464,2141779855
1,20220114023000,MEPMD01,0.5268,2141779855
2,20220207144500,MEPMD01,0.3444,2141779855
2,20220214070000,MEPMD01,0.3456,2141779855
2,20220222061500,MEPMD01,0.3312,2141779855
2,20220205041500,MEPMD01,0.3684,2141779855
2,20220228093000,MEPMD01,0.342,2141779855
2,20220202050000,MEPMD01,0.3384,2141779855
2,20220221140000,MEPMD01,0.306,2141779855
2,20220226141500,MEPMD01,0.3612,2141779855
2,20220205030000,MEPMD01,0.3792,2141779855
2,20220223053000,MEPMD01,0.3456,2141779855
2,20220209134500,MEPMD01,0.3396,2141779855
2,20220216034500,MEPMD01,0.4698,2141779855
2,20220222180000,MEPMD01,0.3174,2141779855
2,20220220151500,MEPMD01,0.2934,2141779855
2,20220208161500,MEPMD01,0.303,2141779855
2,20220221110000,MEPMD01,0.3048,2141779855
2,20220215180000,MEPMD01,0.4098,2141779855
2,20220205173000,MEPMD01,0.3018,2141779855
2,20220203200000,MEPMD01,0.531,2141779855
2,20220207011500,MEPMD01,0.3576,2141779855
2,20220203211500,MEPMD01,0.4698,2141779855
2,20220213080000,MEPMD01,0.4176,2141779855
2,20220226110000,MEPMD01,0.345,2141779855
2,20220228050000,MEPMD01,0.3456,2141779855
2,20220204233000,MEPMD01,0.4386,2141779855
2,20220205033000,MEPMD01,0.381,2141779855
2,20220202210000,MEPMD01,0.5424,2141779855
2,20220215210000,MEPMD01,0.4506,2141779855
2,20220202021500,MEPMD01,0.3786,2141779855
2,20220221044500,MEPMD01,0.342,2141779855
2,20220224080000,MEPMD01,0.2562,2141779855
2,20220222110000,MEPMD01,0.3486,2141779855
2,20220203023000,MEPMD01,0.3546,2141779855
2,20220220123000,MEPMD01,0.5106,2141779855
2,20220208214500,MEPMD01,0.465,2141779855
2,20220224063000,MEPMD01,0.3318,2141779855
2,20220210150000,MEPMD01,0.3648,2141779855
2,20220213093000,MEPMD01,0.3402,2141779855
2,20220223204500,MEPMD01,0.5196,2141779855
2,20220217134500,MEPMD01,0.3342,2141779855
2,20220217183000,MEPMD01,0.3684,2141779855
2,20220204234500,MEPMD01,0.498,2141779855
2,20220202171500,MEPMD01,0.3252,2141779855
2,20220216163000,MEPMD01,0.3582,2141779855
2,20220216180000,MEPMD01,0.3414,2141779855
2,20220216004500,MEPMD01,0.3342,2141779855
2,20220217221500,MEPMD01,0.4086,2141779855
2,20220213220000,MEPMD01,0.4644,2141779855
2,20220224070000,MEPMD01,0.4308,2141779855
2,20220210193000,MEPMD01,0.345,2141779855
2,20220220191500,MEPMD01,0.3822,2141779855
2,20220221010000,MEPMD01,0.3372,2141779855
2,20220209221500,MEPMD01,0.3702,2141779855
2,20220208211500,MEPMD01,0.4422,2141779855
2,20220204093000,MEPMD01,0.5004,2141779855
2,20220205001500,MEPMD01,0.4038,2141779855
2,20220215060000,MEPMD01,0.3396,2141779855
2,20220203060000,MEPMD01,0.4854,2141779855
2,20220218030000,MEPMD01,0.3612,2141779855
2,20220205063000,MEPMD01,0.3462,2141779855
2,20220213171500,MEPMD01,0.363,2141779855
2,20220211040000,MEPMD01,0.348,2141779855
2,20220227201500,MEPMD01,0.429,2141779855
2,20220212224500,MEPMD01,0.3924,2141779855
2,20220227043000,MEPMD01,0.3498,2141779855
2,20220217091500,MEPMD01,0.4404,2141779855
2,20220202040000,MEPMD01,0.357,2141779855
2,20220207123000,MEPMD01,0.2838,2141779855
2,20220210131500,MEPMD01,0.2922,2141779855
2,20220205094500,MEPMD01,0.3366,2141779855
2,20220205013000,MEPMD01,0.3672,2141779855
2,20220213050000,MEPMD01,0.3462,2141779855
2,20220205080000,MEPMD01,0.312,2141779855
2,20220205181500,MEPMD01,0.3264,2141779855
2,20220220010000,MEPMD01,0.339,2141779855
2,20220201164500,MEPMD01,0.3048,2141779855
2,20220207083000,MEPMD01,0.2706,2141779855
2,20220218040000,MEPMD01,0.3534,2141779855
2,20220226043000,MEPMD01,0.3648,2141779855
2,20220209114500,MEPMD01,0.3552,2141779855
2,20220214193000,MEPMD01,0.5418,2141779855
2,20220204213000,MEPMD01,0.4482,2141779855
2,20220207061500,MEPMD01,0.3318,2141779855
2,20220206150000,MEPMD01,0.3276,2141779855
2,20220223194500,MEPMD01,0.3234,2141779855
2,20220215201500,MEPMD01,0.4344,2141779855
2,20220208153000,MEPMD01,0.3588,2141779855
2,20220206040000,MEPMD01,0.3276,2141779855
2,20220220164500,MEPMD01,0.2946,2141779855
2,20220222011500,MEPMD01,0.3414,2141779855
2,20220207213000,MEPMD01,0.471,2141779855
2,20220214164500,MEPMD01,0.3834,2141779855
2,20220201141500,MEPMD01,0.3456,2141779855
2,20220226081500,MEPMD01,0.4662,2141779855
2,20220227033000,MEPMD01,0.3822,2141779855
2,20220211080000,MEPMD01,0.3462,2141779855
2,20220207161500,MEPMD01,0.3798,2141779855
2,20220206101500,MEPMD01,0.5088,2141779855
2,20220215173000,MEPMD01,0.309,2141779855
2,20220228103000,MEPMD01,0.4872,2141779855
2,20220210014500,MEPMD01,0.3588,2141779855
2,20220221111500,MEPMD01,0.3276,2141779855
2,20220202060000,MEPMD01,0.3216,2141779855
2,20220223154500,MEPMD01,0.27,2141779855
2,20220210210000,MEPMD01,0.3768,2141779855
